id,created_at,updated_at,name,image_url,color,fact,Spanish fact,Portugese fact,research,is_featured,safety_information_id,top_uses_list,ingredients_list,sort_order
29,2018-10-22 18:19:48,2019-01-16 11:34:59,TerraZyme®,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,8EA232,"A blend of several, active, whole-food enzymes and mineral cofactors that help the breakdown of proteins, fats, complex carbohydrates, sugars, and fiber, giving the body better digestion nutrients readily available by for absorption and utilization.","Una mezcla de varias enzimas activas de alimentos integrales y cofactores minerales que ayudan a la descomposición de proteínas, grasas, carbohidratos complejos, azúcares y fibra, proporcionando al cuerpo mejores nutrientes de digestión disponibles fácilmente para su absorción y utilización.","Um mix de várias enzimas ativas e integrais e cofatores minerais que ajudam na quebra de proteínas, gorduras, carboidratos complexos, açúcares e fibras, proporcionando ao organismo melhores nutrientes de digestão prontamente disponíveis para absorção e utilização.","A broader view: Microbial enzymes and their relevance in industries, medicine, and beyond, Gurung N, Ray S, Bose S, Rai V, Biomed Res Int 2013 / 

Enzyme replacement therapy for pancreatic insufficiency: Present and future, Fieker A, Philpott J, Armand M, Clinical and Experimental Gastroenterology, 2011 / 

Randomised clinical trial: A 1-week, double-blind, placebo-controlled study of pancreatin 25000 Ph. Eur. Minimicrospheres for pancreatic exocrine insufficiency after pancreatic surgery, with a 1-year open-label extension, Seiler Cm, Izbicki J, Varga-Szabo L, et al, Aliment Pharmacol Ther, 2013 / 

Fate of pancreatic enzymes during small intestinal aboral transit in humans, Layer P, Go VLW, DiMagno EP, Intraluminal Fate of Pancreatic Enzymes, 1986 Effects of different levels of supplementary alpha-amylase on digestive enzyme activities and pancreatic amylase mRNA expression of young broilers, Jiang Z, Zhou Y, Lu F, et al, Asian-Aust J Anim Sci. 2008",0,88,"[{""label"":""Nutritional deficiency""},{""label"":""Heartburn"",""value"":301},{""label"":""Indigestion"",""value"":336},{""label"":""Metabolism (Low)"",""value"":406},{""label"":""Upset stomach""},{""label"":""Bloating"",""value"":82},{""label"":""Gas (flatulence)"",""value"":265}]","[{""label"":""Protease""},{""label"":""Papain""},{""label"":""Amylase""},{""label"":""Lipase""},{""label"":""Lactase""},{""label"":""Alpha Galactosidase""},{""label"":""Cellulase""},{""label"":""Sucrase""},{""label"":""Anti-Gluten Enzyme Blend""},{""label"":""Glucoamylase""},{""label"":""Betaine HCL""},{""label"":""Digestion blend of peppermint leaf, ginger root, caraway seed""}]",13
31,2018-10-22 18:42:36,2019-01-16 11:34:28,TerraGreens®,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,073A22,"For people with poor nutrition, busy and stressful lifestyle habits, weight management, compromised digestion and immunity.","Para personas con mala nutrición, estilos de vida ajetreados y estresantes, control de peso, digestión e inmunidad comprometidas.","Para pessoas com má nutrição, hábitos de vida ocupados e estressantes, controle de peso, digestão e imunidade comprometidas.",NULL,0,89,"[{""label"":""Nutritional deficiency""},{""label"":""Stressful lifestyle""},{""label"":""Weight Issues"",""value"":640},{""label"":""Digestion issues""},{""label"":""Indigestion"",""value"":336},{""label"":""Immunity""}]","[{""label"":""Green Powder Blend""},{""label"":""Grass Powder Blend""},{""label"":""Fruit Powder Blend""},{""label"":""Lemon Peel and Ginger Root Essential Oils""}]",14
32,2018-10-22 18:51:45,2019-01-16 11:26:59,GX Assist®,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,DB2506,"A blend of essential oils that support a healthy gastrointestinal (GI) tract by decreasing the overgrowth of pathogens in the gut; thereby increasing gut integrity and creating a healthy environment for new, good bacteria to thrive.","Una mezcla de aceites esenciales que apoyan un tracto gastrointestinal (GI) saludable al disminuir el crecimiento excesivo de patógenos en el intestino; de esta manera, se incrementa la integridad del intestino y se crea un ambiente saludable para que prosperen bacterias nuevas y benéficas.","Um mix de óleos essenciais que sustentam um trato gastrointestinal (GI) saudável, diminuindo o crescimento excessivo de patógenos no intestino; aumentando assim a integridade intestinal e criando um ambiente saudável para que novas boas bactérias prosperem.","Effect of thyme oil on small intestine integrity and antioxidant status, phagocytic activity and gastrointestinal microbiota in rabbits, Placha I, Chrastinova L, Laukova A, et al, Acta Veterinaria Hungarica. 2013 / 

Antimicrobial activity of essential oils against Helicobacter pylori, Ohno T, Kita M, Yamaoka Y, et al, Helicobacter, 2003 / 

Inhibition of enteric parasites by emulsified oil of oregano in vivo, Force M, Sparks WS, Ronzio RA, Phytotherapy Research, 2000 / 

Antimicrobial activity of five essential oils against origin strains of the Enterobacteriaceae family, Penalver P, Huerta B, Borge C, et al, APMIS, 2005 / 

In vitro antibacterial activity of some plant essential oils, Prabuseenivasan S, Jayakumar M, Ignacimuthu S, BMC Complementary and Alternative Medicine, 2006 / 

Antimicrobial and antioxidant activities of three Mentha species essential oils, Mimica-Dukic N, Bozin B, Sokovic M, et al, Planta Med, 2003",0,90,"[{""label"":""Negative pathogens""},{""label"":""Candida"",""value"":134},{""label"":""Autoimmune Disorder"",""value"":58},{""label"":""Digestive Discomfort"",""value"":205},{""label"":""Brain Fog"",""value"":95},{""label"":""Illness""},{""label"":""Infection"",""value"":339}]","[{""label"":""Oregano"",""value"":56},{""label"":""Melaleuca"",""value"":52},{""label"":""Lemon"",""value"":45},{""label"":""Lemongrass"",""value"":46},{""label"":""Peppermint"",""value"":58},{""label"":""Thyme"",""value"":71}]",15
33,2018-10-22 19:04:34,2019-01-16 11:27:29,IQ Mega®,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,F8C707,This product has both eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) which combine to make up a balance of omega 3 essential fatty acids in fish oil form. Blended with essential oils to bring a less fishy flavor and more pleasant one.,Este producto tiene ácido eicosapentaenoico (EPA) y ácido docosahexaenoico (DHA) que se combinan para formar un equilibrio de ácidos grasos esenciales omega 3 en forma de aceite de pescado. Mezclado con aceites esenciales para darle un sabor menos a pescado y más agradable.,"Este produto tem tanto ácido eicosapentaenóico (EPA) e ácido docosahexaenóico (DHA), que se combinam para compensar um equilíbrio de ácidos graxos essenciais ômega 3 na forma de óleo de peixe. Misturado com óleos essenciais para trazer menos sabor de peixe e um sabor mais agradável.","Omega-3 fatty acid intakes are inversely related to elevated depressive symptoms among United States women, Beydoun MA, Kuczmarski MTF, Beydoun HA, et a, J Nutr 2013 / 

Low blood long chain omega-3 fatty acids in UK children are associated with poor cognitive performance and behavior: A cross-sectional analysis from the DOLAB study, Montgomery P, Burton JR, Sewell RP, et al, PLoS ONE. 2013 / 

Omega-3 fatty acids; Their beneficial role in cardiovascular health, Schwalfenberg G, Can Fam Physician. 2006 / 

Omega-3 polyunsaturated fatty acids and the treatment of rheumatoid arthritis; a meta-analysis, Lee YH, Bae SC, Song GG, Arch Med Res, 2012 / 

Effect of omega-3 fatty acids supplementation on endothelial function: A meta-analysis of randomized controlled trials, Wang Q, Liang X, Wang L, et al, Atherosclerosis. 2012 / 

The importance of the ratio of omega-6/omega-3 essential fatty acids, Simopoulos AP, Biomed Pharmacother, 2002",0,91,"[{""label"":""Brain Fog"",""value"":95},{""label"":""ADD/ADHD"",""value"":18},{""label"":""Cardiovascular Disease"",""value"":136},{""label"":""Dry Skin"",""value"":212},{""label"":""Joint Pain"",""value"":357},{""label"":""Arthritic Pain"",""value"":50},{""label"":""Muscle Weakness / Lack of Growth"",""value"":429},{""label"":""Immune system""}]","[{""label"":""EPA""},{""label"":""DHA""},{""label"":""Essential oils blend & Wild Orange""}]",16
34,2018-10-22 19:11:55,2019-01-16 11:36:00,TrimShake®,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,E93B1D,"A convenient and delicious weight management shake mix that provides low-fat, low-calorie, high-protein, high-fiber, nutrients as a lean alternative for individuals trying to lose fat or maintain a lean body composition through calorie reduction and exercise.","Una mezcla conveniente y deliciosa de batidos para controlar el peso que proporciona nutrientes bajos en grasa, bajos en calorías, ricos en proteínas y altos en fibra, como una alternativa magra para las personas que intentan perder grasa o mantener una composición corporal magra a través de la reducción de calorías y el ejercicio.","Um mix de shake de controle de peso prático e delicioso que fornece nutrientes com baixo teor de gordura, baixas calorias, alta proteína e alta quantidade de fibras, como uma alternativa enxuta para indivíduos que tentam perder gordura ou manter uma composição corporal magra através da redução de calorias e exercícios.",NULL,0,92,"[{""label"":""Weight Issues"",""value"":640},{""label"":""Nutritional deficiency""},{""label"":""Metabolism (Low)"",""value"":406},{""label"":""Stressful lifestyle""}]","[{""label"":""Protein Blend (Whey protein isolate and egg white protein)""},{""label"":""Fiber Blend (Non-GMO soluble corn fiber, xanthan gum, citrus fiber, tara gum, oligofructose)""},{""label"":""Ashwagandha root/leaf extract""},{""label"":""Potato Protein Powder""},{""label"":""Vitamin and mineral blend""}]",17
35,2018-10-22 19:30:30,2019-01-16 11:38:06,TrimShake® Vegan,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,84C640,"A convenient and delicious weight management vegan shake mix that provides low-fat, low-calorie, high-protein, high-fiber, nutrients as a lean alternative for individuals trying to lose fat or maintain a lean body composition through calorie reduction and exercise.","Una mezcla conveniente y deliciosa de batido vegano para controlar el peso que proporciona nutrientes bajos en grasa, bajos en calorías, altos en proteínas y altos en fibra, como una alternativa magra para las personas que intentan perder grasa o mantener una composición corporal magra a través de la reducción de calorías y el ejercicio.","Um mix de shake vegano de controle de peso prático e delicioso, que fornece nutrientes com baixo teor de gordura, baixas calorias, alta proteína e alta quantidade de fibras, como uma alternativa enxuta para indivíduos que tentam perder gordura ou manter uma composição corporal magra através da redução de calorias e exercícios.","Slows gastric emptying, reducing postprandial levels of insulin and glucose Schwartz JG, Guan D, Green GM, Phillips WT, Diabetes Care, 1994 / 

Protease inhibitor concentrate derived from potato reduced food intake and weight gain in healthy rats by increasing CCK levels, Komarnytsky S, Cook A, Raskin I, International Journal of Obesity, 2011 / 

Taking two capsules a day of 300 mg ashwagandha root extract each for 60 days resulted in a significant reduction in cortisol levels, Chandrasekhar K, Kapoor J, Anishetty S, Indian Journal of Psychological Medicine, 2012 / 

A low-fat, high–protein diet seems to enhance weight loss and provide a better long-term maintenance of reduced intra-abdominal fat stores, Due A, Toubro S, Skov AR, Astrup A, International Journal of Obesity. 2004 / 

An energy-restricted, high-protein, low-fat diet provides nutritional and metabolic benefits that are equal to and sometimes greater than those observed with a high-carbohydrate diet, Noakes M, Keogh JB, Foster PR, Clifton PM, American Journal of Clinical Nutrition, 2005 / 

A standardized withania somnifera extract significantly reduces stress-related parameters in chronically stressed humans: A double-blind, randomized, placebo controlled study, Auddy B, Hazra J, Mitra A, et al, The Journal of the American Nutraceutical Association, 2008",0,92,"[{""label"":""Weight Issues"",""value"":640},{""label"":""Nutritional deficiency""},{""label"":""Metabolism (Low)"",""value"":406},{""label"":""Stress"",""value"":582},{""label"":""Vegan alternative""}]","[{""label"":""Protein Blend (Pea protein, quinoa, and amaranth)""},{""label"":""Fiber Blend (Non-GMO soluble corn fiber, xanthan gum, citrus fiber, tara gum, oligofructose)""},{""label"":""Ashwagandha root/leaf extract""},{""label"":""Potato Protein Powder""},{""label"":""Vitamin and mineral blend""}]",18
36,2018-10-22 19:30:59,2019-01-16 11:35:33,TriEase Softgels,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,CAD91B,"A blend of essential oils in a convenient softgel to be consumed quickly and easily when traveling, attending outdoor events, or when seasonal or environmental elements are particularly high, or on a daily basis during times of seasonal discomfort to promote clear breathing and overall respiratory health.","Una mezcla de aceites esenciales en una cápsula blanda práctica que se consume rápida y fácilmente al viajar, asistir a eventos al aire libre, o cuando los elementos estacionales o ambientales son particularmente altos, o a diario durante los momentos de malestar estacional para promover una respiración clara y una salud respiratoria general.","Um mix prático de óleos essenciais em capsula para consumir rapidamente e facilmente quando viajar, participar de eventos ao ar livre, ou quando elementos sazonais ou ambientais são particularmente altos, ou diariamente durante períodos de desconforto sazonal, para promover respiração limpa e saúde respiratória geral .",NULL,0,98,"[{""label"":""Seasonal allergies""},{""label"":""Hay Fever"",""value"":291},{""label"":""Congestion"",""value"":171},{""label"":""Head colds""},{""label"":""Headache"",""value"":293},{""label"":""Bronchitis"",""value"":103},{""label"":""Asthma"",""value"":52},{""label"":""Sinusitis"",""value"":560}]","[{""label"":""Lemon"",""value"":45},{""label"":""Lavender"",""value"":44},{""label"":""Peppermint"",""value"":58}]",19
37,2018-10-22 19:41:35,2019-01-16 11:39:19,xEO Mega®,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,F9CF02,A blend of marine base and land base omega essential fatty acids in a unique assimilation capsule with essential oils and fat-soluble vitamins.,Una mezcla de ácidos grasos esenciales omega de base marina y terrestre en una cápsula de asimilación única con aceites esenciales y vitaminas solubles en grasa.,Uma mistura de ácidos graxos essenciais de base marinha e ômega de base terrestre numa única cápsula de assimilação com óleos essenciais e vitaminas lipossolúveis.,"Serum and macular responses to multiple xanthophyll supplements in patients with early age-related macular degeneration, Huang YM, Yan SF, Ma L, et al, Nutrition, 2013 / 

a-Linolenic acid and risk of cardiovascular disease: a systematic review and meta-analysis, Pan A, Chen M, Chowdhury R, et al, The American Journal of Clinical Nutrition, 2012 / 

Protective effect of borage seed oil and gamma linolenic acid on DNA: In Vivo and In Vitro Studies, Tasset-Cuevas I, Fernandez-Bedmar Z, Lozano-Baena MD, et al, PLoS ONE, 2013 / 

Fish oil omega-3 fatty acids and cardio-metabolic health, alone or with statins, Minihane AM, European Journal of Clinical Nutrition, 2013 / 

Essential fatty acids as potential anti-inflammatory agents in the treatment of affective disorders, Song C, Mod Trends Pharmacopsychiatry, 2013",0,88,"[{""label"":""Inflammation"",""value"":341},{""label"":""Arthritic Pain"",""value"":50},{""label"":""Immune System""},{""label"":""Brain Fog"",""value"":95},{""label"":""Concentration (poor)"",""value"":166},{""label"":""ADD/ADHD"",""value"":18},{""label"":""Aging Skin""},{""label"":""PMS""},{""label"":""Postpartum Depression"",""value"":505},{""label"":""Depression"",""value"":197},{""label"":""Anxiety"",""value"":43},{""label"":""Cardiovascular Disease"",""value"":136},{""label"":""Dry Skin"",""value"":212},{""label"":""Skin Issues"",""value"":564}]","[{""label"":""Fish oil (from Anchovy, Sardine, Mackerel, and Calamari) concentrate""},{""label"":""Echium plantagineum Seed Oil""},{""label"":""Pomegranate seed oil""},{""label"":""Vitamin A (as Alpha and Beta carotene)""},{""label"":""Vitamin D3 (as natural Cholecalciferol)""},{""label"":""Vitamin E""},{""label"":""Astaxanthin""},{""label"":""Lutein""},{""label"":""Zeaxanthin""},{""label"":""Essential Oil Blend""}]",20
38,2018-10-22 19:47:57,2019-01-16 11:32:19,Serenity Softgels,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,9B6AAD,A blend of lavender essential oil and natural plant extracts to enhance a restful night’s sleep by promoting relaxation without feeling groggy or sleepy the next day.,Una mezcla de aceite esencial de lavanda y extractos naturales de plantas para mejorar un sueño reparador al promover la relajación sin sentirse mareado o soñoliento al día siguiente.,"Uma mistura de óleo essencial de lavanda e extratos naturais de plantas para melhorar uma noite de sono repousante, promovendo relaxamento sem se sentir atordoado ou sonolento no dia seguinte.",NULL,0,101,"[{""label"":""Inability to fall asleep or wake up easily""},{""label"":""Insomnia"",""value"":348},{""label"":""Groggy feelings upon rising in the morning""},{""label"":""Lack of adequate sleep""},{""label"":""Weight Issues"",""value"":640},{""label"":""Poor reaction time""},{""label"":""Stress hormone increase""},{""label"":""Decreased sense of well-being""},{""label"":""Cardiovascular Disease"",""value"":136},{""label"":""Recuperate and Restore properly""}]","[{""label"":""Lavender"",""value"":44},{""label"":""L-Theanine""},{""label"":""Lemon Balm""},{""label"":""Passion Flower""},{""label"":""Chamomile""}]",21
39,2018-10-22 19:59:09,2019-01-16 11:38:32,vEO Mega®,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,C7B328,"Powerful antioxidant properties, immune system properties, promotes healthy digestion, cellular function, and anti-inflammation.","Propiedades antioxidantes poderosas, propiedades del sistema inmunológico, promueve la digestión saludable, la función celular y la antiinflamación.","Poderosas propriedades antioxidantes, propriedades do sistema imunológico, promovem digestão saudável, função celular e anti-inflamação.","A meta-analysis shows that docosahexaenoic acid from algal oil reduces serum triglycerides and increases HDL-cholesterol and LDL-cholesterol in person without coronary heart disease, Bernstein AM, Ding EL, Willett WC, Rimm EB, The Journal of Nutrition, 2012 / 

Astaxanthin, cell membrane nutrient with diverse clinical benefits and anti-aging potential, Kidd P, Alternative Medicine Review, 2011 / 

a-Linolenic acid and risk of cardiovascular disease: a systematic review and meta-analysis, Pan A, Chen M, Chowdhury R, et al, The American Journal of Clinical Nutrition, 2012 / 

The cardiovascular effects of flaxseed and its omega-3 fatty acid, alpha-linolenic acid, Rodriguez-Leyva D, Bassett CMC, McCullough R, Pierce GN, Can J Cardiol, 2010 Macular pigment optical density and eye health, Alexander DE, Kemin Technical Literature, 2010",0,88,"[{""label"":""Inflammation"",""value"":341},{""label"":""Arthritic Pain"",""value"":50},{""label"":""Immune system issues""},{""label"":""Brain Fog"",""value"":95},{""label"":""Concentration (poor)"",""value"":166},{""label"":""ADD/ADHD"",""value"":18},{""label"":""Aging skin""},{""label"":""PMS""},{""label"":""Postpartum Depression"",""value"":505},{""label"":""Depression"",""value"":197},{""label"":""Anxiety"",""value"":43},{""label"":""Cardiovascular Disease"",""value"":136},{""label"":""Dry Skin"",""value"":212},{""label"":""Skin Issues"",""value"":564}]","[{""label"":""Flax seed oil""},{""label"":""Algae oil (DHA)""},{""label"":""Inca Inchi seed oil""},{""label"":""Borage seed oil""},{""label"":""Cranberry seed oil""},{""label"":""Pomegranate seed oil""},{""label"":""Pumpkin seed oil""},{""label"":""Grape seed oil""},{""label"":""Natural Vitamin E""},{""label"":""Astaxanthin""},{""label"":""Lutein""},{""label"":""Zeazanthin""},{""label"":""Lycopene""},{""label"":""Alpha and Beta carotene""},{""label"":""Essential Oil Blend""}]",22
40,2018-10-22 20:00:56,2019-01-16 11:19:38,Breathe Respiratory Drops,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,358DB8,"A blend of essential oils in a convenient, organically sweetened throat lozenge for the use of opening the airways a supporting the respiratory system.",Una mezcla de aceites esenciales en una pastilla práctica para la garganta endulzada orgánicamente para el uso de la apertura de las vías respiratorias y el apoyo del sistema respiratorio.,"Um mix de óleos essenciais em uma prática pastilha para garganta, organicamente adocicada, para o uso da abertura das vias aéreas, apoiando o sistema respiratório.",NULL,0,98,"[{""label"":""Congestion"",""value"":171},{""label"":""Head cold""},{""label"":""Sore Throat"",""value"":575},{""label"":""Bronchitis"",""value"":103},{""label"":""Asthma"",""value"":52},{""label"":""Allergies (respiratory)"",""value"":30},{""label"":""Cough"",""value"":179},{""label"":""Sinusitis"",""value"":560},{""label"":""Bad breath""},{""label"":""Motion Sickness"",""value"":418}]","[{""label"":""Laurel leaf""},{""label"":""Cardamom"",""value"":21},{""label"":""Peppermint"",""value"":58},{""label"":""Eucalyptus"",""value"":33},{""label"":""Melaleuca"",""value"":52},{""label"":""Lemon"",""value"":45},{""label"":""Ravensara"",""value"":61}]",23
41,2018-10-22 20:13:14,2019-01-16 11:31:32,Phytoestrogen Complex,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,75D3D6,Blend of standardized extracts of plant (phyto) estrogens and lignans to help create a balance of hormones throughout the body and eliminate unwanted metabolites.,Mezcla de extractos estandarizados de estrógenos y lignanos de plantas (fito) para ayudar a crear un balance de hormonas en todo el cuerpo y eliminar metabolitos no deseados.,Mix de extratos padronizados de estrógenos vegetais (fito) e lignanas para ajudar a criar um equilíbrio de hormônios em todo o corpo e eliminar metabólitos indesejáveis.,NULL,0,96,"[{""label"":""Menopause"",""value"":398},{""label"":""Perimenopause"",""value"":483},{""label"":""Andropause""},{""label"":""Hormonal Imbalance (female)"",""value"":319},{""label"":""Mood Swings"",""value"":415},{""label"":""PMS""}]","[{""label"":""Genistein (soy extract)""},{""label"":""Flax seed extract (lignans)""},{""label"":""Pomegranate extract""}]",24
42,2018-10-22 20:16:04,2019-01-16 11:30:29,On Guard® Throat Drops,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,E65E20,A blend of several essential oils in a convenient softgel that protect the immune system from foreign invaders (pathogens).,Una mezcla de varios aceites esenciales en una cápsula blanda práctica que protege el sistema inmunológico de invasores extraños (patógenos).,"Um mix prático de vários óleos essenciais em cápsula, que protege o sistema imunológico de invasores externos (patógenos).",NULL,0,84,"[{""label"":""Sore Muscles"",""value"":574},{""label"":""Dry Throat""},{""label"":""Cough"",""value"":179},{""label"":""Cold (common)"",""value"":159},{""label"":""Flu (influenza)"",""value"":251},{""label"":""Illness""},{""label"":""Laryngitis"",""value"":365},{""label"":""Preventative care""},{""label"":""Compromised immunity""}]","[{""label"":""Wild Orange"",""value"":75},{""label"":""Clove"",""value"":27},{""label"":""Cinnamon"",""value"":25},{""label"":""Eucalyptus"",""value"":33},{""label"":""Rosemary"",""value"":65},{""label"":""Myrrh"",""value"":54},{""label"":""Organic cane juice""},{""label"":""Organic brown rice syrup""}]",25
43,2018-10-22 20:21:17,2019-01-16 11:25:58,Deep Blue® Polyhpenol Complex,gLqvrxyck5kU6j5sfOffxoF49tLqA8LCVHzUsCVu.jpeg,153076,A blend of powerful polyphenols clinically tested to help soreness and discomfort from physical activities and daily life.,Una mezcla de polifenoles poderosos clínicamente probados para ayudar a aliviar el dolor y la incomodidad de las actividades físicas y la vida diaria.,Uma mistura de polifenóis poderosos clinicamente testados no combate à dor e desconforto das atividades físicas e da vida diária.,"J Biol Chem. 2005 Feb 18;280(7):5892-901. Epub 2004 Dec 7.Curcumin inhibits formation of amyloid beta oligomers and fibrils, binds plaques, and reduces amyloid in vivo.Yang F1, Lim GP, Begum AN, Ubeda OJ, Simmons MR, Ambegaokar SS, Chen PP, Kayed R, Glabe CG, Frautschy SA, Cole GM. / BMC Cancer. 2015;15(1):1119. doi: 10.1186/s12885-015-1119-y. Epub 2015 Mar 5. Resveratrol suppresses epithelial-to-mesenchymal transition in colorectal cancer through TGF-β1/Smads signaling pathway mediated Snail/E-cadherin expression. Ji Q1, Liu X, Han Z, Zhou L, Sui H, Yan L, Jiang H, Ren J, Cai J, Li Q. Yadav, V.R., Prasad S., Sung, B., Gelovani, J. G., Guha, S., Krishnan, S. and Aggarwal, B.B. Boswellic acid inhibits growth and metastasis of human colorectal cancer in orthotopic mouse model by downregulating inflammatory, proliferative, invasive and angiogenic biomarkers. Int. J. Cancer: 2012 130: 2176–2184. / Di Lorenzo C, Dell’agli M, Badea M, et al. Plant food supplements with anti-inflammatory properties: A systematic review. Critical Reviews in Food Science and Nutrition. 2013;53(5):507-516. Int J Rheum Dis. 2013 Apr;16(2):219-29. doi: 10.1111/1756-185X.12054. Epub 2013 Apr 4. Protective effects of ginger-turmeric rhizomes mixture on joint inflammation, atherogenesis, kidney dysfunction and other complications in a rat model of human rheumatoid arthritis. Ramadan G1, El-Menshawy O. Tangney CC, Rasmussen HE. Polyphenols, inflammation, and cardiovascular disease. Curr Atheroscler Rep. 2013;15:324-334. Kidd PM. Bioavailability and activity of phytosome complexes from botanical polyphenols: The silymarin, curcumin, green tea, and grape seed extracts. Alternative Medicine Review. 2009;14(3):226-246 Sontakke S, Thawani V, Pimpalkhute S, Kapra P, Babhulkar S, Hingorani L. Open, randomized controlled clinical trial of Boswellia serrata extract as compared to valdecoxib in osteoarthritis of knee. Indian Journal of Pharmacology. 2007;39:27-29.",0,84,"[{""label"":""Joint Pain"",""value"":357},{""label"":""Inflammation"",""value"":341},{""label"":""Arthritis (reactive)"",""value"":51},{""label"":""Rheumatoid Arthritis"",""value"":530},{""label"":""Fibromyalgia"",""value"":247},{""label"":""Sore Muscles"",""value"":574},{""label"":""Alzheimer’s Disease"",""value"":31},{""label"":""Cancer prevention""}]","[{""label"":""Frankincense (Boswellia serrata) gum resin extract""},{""label"":""Curcumin""},{""label"":""Ginger root extract""},{""label"":""Green Tea Leaf extract (caffeine-free)""},{""label"":""Pomegranate Fruit extract""},{""label"":""Grape Seed extract""},{""label"":""Resveratrol""},{""label"":""Digestion blend of peppermint leaf, ginger root, caraway seed""}]",26